4.500000000000000000e+02 -5.180558180006569063e-02
4.510050251256281513e+02 -2.486743093362230039e-02
4.520100502512563025e+02 -6.361951874917382010e-02
4.530150753768843970e+02 4.568347499145029023e-01
4.540201005025125482e+02 5.625633348071418238e-02
4.550251256281406995e+02 -1.418930447254436178e-01
4.560301507537688508e+02 -4.386354474311254803e-01
4.570351758793970021e+02 2.244779060817433392e-01
4.580402010050250965e+02 4.222977779214442950e-01
4.590452261306532478e+02 1.522213830904578236e-01
4.600502512562813990e+02 -3.341104749627599180e-02
4.610552763819095503e+02 1.878851402283797378e-01
4.620603015075377016e+02 4.125349308522236608e-02
4.630653266331658529e+02 3.905607848010695937e-01
4.640703517587939473e+02 8.590305045640517223e-02
4.650753768844220986e+02 -1.700219281300175966e-01
4.660804020100502498e+02 6.220010755192503793e-02
4.670854271356784011e+02 -1.774249309783325346e-02
4.680904522613065524e+02 2.561213163538722526e-01
4.690954773869346468e+02 -1.636925600727038854e-01
4.701005025125627981e+02 1.310122685003002607e-01
4.711055276381909493e+02 1.712313745612574489e-01
4.721105527638191006e+02 2.916531375448645491e-01
4.731155778894472519e+02 9.017873835610556998e-02
4.741206030150754032e+02 1.691353837624322287e-01
4.751256281407034976e+02 1.818868669972288910e-01
4.761306532663316489e+02 -1.726853077476982190e-01
4.771356783919598001e+02 -2.888002987684770706e-02
4.781407035175879514e+02 -1.308945852962430378e-01
4.791457286432161027e+02 -4.931767192400848820e-02
4.801507537688441971e+02 2.230439409934180939e-01
4.811557788944723484e+02 9.493834297143396994e-02
4.821608040201004997e+02 2.590588031104246181e-02
4.831658291457286509e+02 5.525151107383038385e-01
4.841708542713568022e+02 1.836117345427819292e-01
4.851758793969848966e+02 -3.677306163237517578e-02
4.861809045226130479e+02 4.370254575414305731e-01
4.871859296482411992e+02 3.323528914408725443e-01
4.881909547738693504e+02 2.206392075156287935e-01
4.891959798994975017e+02 1.380405362103344358e-01
4.902010050251255961e+02 2.343464292002649385e-01
4.912060301507537474e+02 1.763999163335224496e-01
4.922110552763818987e+02 4.128881347965727699e-01
4.932160804020100500e+02 4.676956645274782387e-01
4.942211055276382012e+02 4.899943660763295128e-03
4.952261306532662957e+02 4.874856621077121588e-01
4.962311557788944469e+02 4.411272290002508645e-01
4.972361809045225982e+02 4.363397611038411505e-01
4.982412060301507495e+02 7.872562208951565665e-01
4.992462311557789008e+02 6.118066128542557491e-01
5.002512562814070520e+02 3.911164324622182775e-01
5.012562814070352033e+02 7.253177233189823658e-01
5.022613065326632977e+02 5.453641809476328373e-01
5.032663316582914490e+02 6.149516303749786861e-01
5.042713567839196003e+02 8.126798692747816411e-01
5.052763819095477515e+02 1.163539160505868475e+00
5.062814070351759028e+02 1.207689297571979958e+00
5.072864321608039972e+02 1.218332123319557425e+00
5.082914572864321485e+02 1.447223769883096089e+00
5.092964824120602998e+02 1.868014413728432688e+00
5.103015075376884511e+02 2.052280531249216278e+00
5.113065326633166023e+02 2.283344361414986423e+00
5.123115577889446968e+02 2.516775997124880426e+00
5.133165829145729049e+02 2.910881442074988890e+00
5.143216080402009993e+02 2.647509308114750493e+00
5.153266331658290937e+02 3.652474431179410175e+00
5.163316582914573019e+02 3.880059415492412178e+00
5.173366834170853963e+02 4.300688580163198438e+00
5.183417085427136044e+02 4.666199221515282325e+00
5.193467336683416988e+02 4.975247335088533340e+00
5.203517587939697933e+02 4.761934281404437641e+00
5.213567839195980014e+02 4.904676466698831838e+00
5.223618090452260958e+02 4.559392074500363989e+00
5.233668341708543039e+02 3.933806820376056113e+00
5.243718592964823983e+02 3.514562520939471746e+00
5.253768844221106065e+02 3.573615978242658642e+00
5.263819095477387009e+02 3.469672862699961335e+00
5.273869346733667953e+02 2.535385090470520630e+00
5.283919597989950034e+02 2.379119220496375586e+00
5.293969849246230979e+02 1.663445397399303305e+00
5.304020100502511923e+02 1.443648962261660396e+00
5.314070351758794004e+02 1.780601037731092573e+00
5.324120603015074948e+02 1.465114818876008140e+00
5.334170854271357030e+02 1.327062940174085881e+00
5.344221105527637974e+02 6.698674670675469622e-01
5.354271356783920055e+02 9.364499425503529650e-01
5.364321608040200999e+02 8.982547434718088919e-01
5.374371859296481944e+02 7.300273721332933841e-01
5.384422110552764025e+02 7.331851507185150885e-01
5.394472361809044969e+02 5.002418532302124188e-01
5.404522613065325913e+02 4.674785489032429187e-01
5.414572864321607994e+02 3.647223085460828962e-01
5.424623115577888939e+02 4.825190819902096528e-01
5.434673366834171020e+02 5.902547208653071698e-01
5.444723618090451964e+02 6.286359566201958904e-01
5.454773869346734045e+02 5.294394458683875371e-01
5.464824120603014990e+02 1.941655445704388860e-01
5.474874371859295934e+02 5.136860384644907906e-01
5.484924623115578015e+02 3.009802231703990194e-01
5.494974874371858959e+02 2.716726420747372361e-01
5.505025125628141041e+02 1.816952787376347744e-01
5.515075376884421985e+02 1.184072736753590260e-01
5.525125628140704066e+02 3.258575763765774180e-01
5.535175879396985010e+02 5.270777733768905460e-01
5.545226130653265955e+02 2.031527296634569046e-01
5.555276381909548036e+02 4.092586676824617742e-01
5.565326633165828980e+02 3.197923709166425321e-01
5.575376884422109924e+02 4.465712600138919131e-01
5.585427135678392006e+02 5.102127973041478137e-01
5.595477386934672950e+02 1.469765555111371969e-01
5.605527638190955031e+02 2.617510562006780672e-01
5.615577889447235975e+02 1.184964380571018050e-01
5.625628140703518056e+02 1.194708085787272028e-01
5.635678391959799001e+02 2.495724322444190513e-01
5.645728643216079945e+02 1.502949404141610268e-01
5.655778894472362026e+02 -5.560716644317456603e-02
5.665829145728642970e+02 3.846752124559985053e-01
5.675879396984923915e+02 2.867876429736953003e-01
5.685929648241205996e+02 2.338682039929250167e-01
5.695979899497486940e+02 2.703362355697555008e-01
5.706030150753769021e+02 -2.007947217205380275e-01
5.716080402010049966e+02 -6.011966593881964971e-03
5.726130653266332047e+02 4.361231065785883820e-02
5.736180904522612991e+02 -6.731404873323469651e-02
5.746231155778893935e+02 3.045629094971119555e-01
5.756281407035176017e+02 4.376860843499603693e-01
5.766331658291456961e+02 6.206961217569929856e-02
5.776381909547739042e+02 -4.521655367077756504e-03
5.786432160804019986e+02 -3.649787769314445651e-02
5.796482412060302067e+02 7.507383972266107319e-02
5.806532663316583012e+02 8.490283241411253345e-02
5.816582914572863956e+02 1.320804927747208646e-01
5.826633165829146037e+02 4.081887670381811883e-01
5.836683417085426981e+02 2.238821807673674058e-01
5.846733668341707926e+02 2.026233404580500275e-01
5.856783919597990007e+02 1.507090819453145991e-01
5.866834170854270951e+02 -3.495941120797107504e-01
5.876884422110553032e+02 -3.611490773651505060e-01
5.886934673366833977e+02 -1.693228171790106817e-01
